Sta_node# distance timerx notassociated timeidle notassociated timetx notassociated timesleep notassociated timecollision notassociated interval
80,36.8857,2.85704 0.47632 2.32565 1.26578 0.00624 0.0064 1.99025 0 0.0363227 0.00386727 0
81,144.355,0.79816 0.4444 1.79325 1.25416 0.001 0.0048 4.64393 0 1.331e-06 0.00258518 0
82,157.627,2.9272 0.55764 2.4345 1.51653 0.00624 0.0032 1.48365 0 0.0358005 0.00310783 0
83,186.091,0.87956 0.05516 2.19145 0.499618 0.001 0.0032 5.31117 0 0.000809879 0.000323739 0
84,131.699,1.0074 0.33244 2.09288 1.22643 0.01048 0.0032 4.29277 0 0.000654925 0.00161898 0
85,85.5833,1.85892 0.297 1.78417 1.21914 0.001 0.0016 3.75399 0 0.0251819 0.00129416 0
86,192.409,1.01304 0.13332 2.57423 0.518286 0.001 0.0032 4.72318 0 0.000486344 0.00112941 0
87,120.058,2.45056 0.39904 1.66147 1.24089 0.10804 0.0032 3.0407 0 0.0361201 0.00226438 0
88,160.509,0.91456 0.45856 2.14745 1.25869 0.00948 0.0048 4.17133 0 5.8038e-05 0.00294457 0
89,186.174,0.82972 0.41544 1.80283 1.24537 0.00524 0.0032 4.6379 0 0.000161889 0.00242428 0
90,139.794,0.997 0.25932 2.45499 0.824809 0.001 0.0032 4.42561 0 0.000651581 0.00129167 0
91,41.8802,2.07416 0.4808 1.72205 1.2671 0.03268 0.0064 3.33091 0 0.0243196 0.00386605 0
92,101.611,0.99476 0.26156 2.45451 0.825286 0.001 0.0032 4.42561 0 0.000654269 0.0012911 0
93,186.927,0.80868 0.48208 1.79534 1.26768 0.00624 0.008 4.57052 0 0.000524966 0.00322536 0
94,80.4721,1.02704 0.22992 2.46296 0.817163 0.00524 0.0032 4.42005 0 0.000653367 0.00165136 0
95,64.7894,0.85272 0.14228 2.16034 0.520973 0.001 0.0032 5.26033 0 0.00032447 0.00112986 0
96,195.477,1.02008 0.15284 2.57477 0.524657 0.01896 0.0032 4.66763 0 0.00396577 0.0017693 0
97,129.568,0.80748 0.43668 1.79594 1.25148 0.001 0.0032 4.64393 0 1.243e-06 0.00258531 0
98,124.512,2.8918 0.60332 2.13805 1.90637 0.001 0.0032 1.38523 0 0.0357996 0.0031085 0
99,174.625,0.95876 0.428 1.76587 1.24969 0.01048 0.0048 4.52186 0 0.000407569 0.00242366 0
100,140.574,0.9686 0.57208 2.58515 1.52237 0.02844 0.0048 3.26403 0 1.35e-06 0.00274821 0
101,190.997,1.02328 0.324 2.59263 1.22468 0.001 0.0016 3.82398 0 0.000812059 0.00145884 0
102,165.817,1.02144 0.36128 2.73903 1.23166 0.001 0.0016 3.58877 0 0.000849525 0.00258257 0
103,144.522,1.01668 0.47984 2.51329 1.26652 0.00624 0.0064 3.69718 0 0.0047138 0.00258524 0
104,89.9885,0.96084 0.56212 2.6022 1.51811 0.001 0.0032 3.29764 0 3.23e-06 0.00310944 0
105,123.844,0.98616 0.43444 2.5883 1.25105 0.001 0.0032 3.72671 0 4.235e-06 0.00258478 0
106,46.7673,1.27236 0.0988 3.10873 0.509822 0.02844 0.0032 3.88768 0 0.00149916 0.000808059 0
107,39.7331,1.04164 0.1944 2.80081 0.809865 0.001 0.0016 4.14235 0 0.000651304 0.00113119 0
108,183.513,1.1258 0.1586 3.14185 0.526816 0.001 0.0048 3.98689 0 0.0013351 0.00112913 0
109,169.944,0.94488 0.465 2.55085 1.26157 0.00948 0.0048 3.75363 0 5.074e-06 0.00322616 0
110,176.247,1.1164 0.19764 2.92002 0.810767 0.01048 0.0032 3.88724 0 0.00133353 0.00113098 0
111,77.0386,1.01224 0.40836 2.59604 1.24347 0.00624 0.0032 3.72131 0 0.000165894 0.00242571 0
112,191.599,0.98416 0.59848 2.3698 1.90541 0.00948 0.0032 3.07457 0 5.251e-06 0.00310911 0
113,62.865,2.964 0.62984 2.81719 1.91427 0.001 0.0048 0.623438 0 0.0358023 0.0031136 0
114,141.738,0.975 0.54796 2.60646 1.51385 0.001 0.0032 3.29764 0 1.517e-06 0.00310835 0
115,57.3316,1.10124 0.13744 3.11082 0.519499 0.00624 0.0032 4.11288 0 0.000650616 0.00148965 0
116,196.294,1.11424 0.16856 3.13863 0.530031 0.001 0.0064 3.98689 0 0.00133463 0.0011303 0
117,162.413,1.09292 0.25548 2.93775 0.823864 0.01372 0.0048 3.86281 0 0.000816583 0.00129158 0
118,67.1539,1.15024 0.15412 3.14801 0.525601 0.00624 0.0048 3.95673 0 0.00133583 0.00112995 0
119,168.151,3.01464 0.40128 3.06944 1.24116 0.00624 0.0032 1.2191 0 0.035966 0.00242623 0
120,115.347,1.0208 0.09136 2.47571 0.508341 0.001 0.0032 4.86052 0 0.0010134 0.00080774 0
121,175.181,0.95576 0.57808 1.63522 1.52484 0.0232 0.0048 4.20619 0 0.00764337 0.00346834 0
122,118.022,0.95604 0.57396 1.92127 1.52295 0.00624 0.0048 3.97424 0 0.000164196 0.00310955 0
123,183.252,0.81152 0.54984 1.65558 1.51463 0.01048 0.0032 4.39047 0 3.76e-06 0.00346854 0
124,49.6927,1.10624 0.24292 2.31124 0.819651 0.01572 0.0032 4.40942 0 0.00165387 0.00129147 0
